Colitis,"Colitis is inflammation of the colon (large intestine) that can have various causes including infections (C. difficile, E. coli, parasites), inflammatory bowel disease (ulcerative colitis, Crohn's), ischemic (reduced blood flow), or microscopic colitis. Symptoms typically include diarrhea (sometimes bloody), abdominal pain and cramping, urgency to defecate, and possibly fever in infectious cases. Chronic forms like ulcerative colitis may also cause weight loss and fatigue. Diagnosis involves stool tests for infections, blood tests, colonoscopy with biopsies, and sometimes imaging. Treatment depends on the cause: antibiotics for bacterial infections, anti-inflammatory and immunosuppressive medications for IBD, or supportive care for viral cases. Severe ulcerative colitis may require hospitalization for IV steroids or surgery to remove the colon. Complications can include toxic megacolon, perforation, or increased cancer risk with chronic inflammation. Dietary modifications (low-residue during flares, adequate hydration) and stress management can help manage symptoms. Regular monitoring is important for chronic forms to detect complications early."
Diverticulosis,"Diverticulosis is a condition where small pouches (diverticula) form in weak spots of the colon wall, typically in the sigmoid colon. It becomes more common with age, affecting over half of people by age 80. Most individuals with diverticulosis have no symptoms, though some may experience mild abdominal discomfort, bloating, or changes in bowel habits. The condition is largely attributed to low-fiber diets causing increased pressure in the colon. Diagnosis is often made incidentally during colonoscopy or CT scans done for other reasons. While diverticulosis itself isn't harmful, complications can include diverticulitis (inflamed diverticula), bleeding, or perforation. Management focuses on high-fiber diet (fruits, vegetables, whole grains) to prevent complications, adequate hydration, and regular exercise. Contrary to past beliefs, nuts and seeds need not be avoided. Those with recurrent diverticulitis may require surgical removal of the affected colon segment. Routine screening isn't recommended for diverticulosis alone."
Suicide Attempt,"A suicide attempt is a self-inflicted, potentially injurious behavior with intent to die, regardless of whether it results in injury. Risk factors include mental health disorders (especially depression, bipolar disorder, schizophrenia), substance abuse, chronic pain or illness, previous suicide attempts, family history, and access to lethal means. Warning signs may include talking about wanting to die, feeling hopeless or trapped, increased substance use, withdrawing from activities, giving away possessions, or sudden mood improvement after depression. After an attempt, immediate medical care addresses any physical injuries, followed by comprehensive psychiatric evaluation to assess suicide risk and underlying mental health conditions. Treatment may involve hospitalization for safety, medications (antidepressants, mood stabilizers), psychotherapy (cognitive behavioral therapy, dialectical behavior therapy), and development of a safety plan. Long-term management focuses on treating underlying conditions, developing coping skills, and establishing strong social support. Follow-up care is crucial as risk remains elevated after an attempt. Prevention involves limiting access to lethal means (firearms, medications) for at-risk individuals and promoting mental health awareness."
Pneumocystis Pneumonia,"Pneumocystis pneumonia (PCP) is a serious fungal infection of the lungs caused by Pneumocystis jirovecii, primarily affecting immunocompromised individuals, especially those with HIV/AIDS (when CD4 count <200), or others receiving immunosuppressive therapies. Symptoms develop over weeks and include progressive shortness of breath (especially with exertion), dry cough, fever, and chest tightness. Without treatment, it can lead to respiratory failure. Diagnosis involves chest X-ray (showing diffuse infiltrates), blood tests (elevated LDH), and microscopic examination of induced sputum or bronchoalveolar lavage fluid. Treatment includes high-dose trimethoprim-sulfamethoxazole (TMP-SMX) for 21 days, with corticosteroids added for moderate-severe cases to reduce inflammation. Alternative medications are available for those allergic to sulfa drugs. Prophylaxis with TMP-SMX is recommended for high-risk patients until immune reconstitution (e.g., with HIV treatment). Prognosis has improved with early diagnosis and treatment, though mortality remains significant in severe cases. Prevention focuses on maintaining immune function and prophylactic medications for susceptible individuals."
Hepatitis B,"Hepatitis B is a serious liver infection caused by the hepatitis B virus (HBV) that can become chronic, leading to cirrhosis or liver cancer. The virus spreads through contact with infected blood or body fluids, including from mother to baby during birth, unprotected sex, sharing needles, or contaminated medical equipment. Many adults with acute infection have no symptoms, while some develop jaundice, fatigue, nausea, abdominal pain, and joint pain. Chronic infection often causes no symptoms until liver damage is advanced. Diagnosis involves blood tests for HBV antigens and antibodies. Acute hepatitis B typically requires only supportive care, while chronic infection may be treated with antiviral medications (tenofovir, entecavir) to suppress viral replication. Vaccination provides effective prevention and is recommended for all infants and high-risk adults. Those with chronic HBV need regular monitoring for liver damage and cancer screening. While there's no cure for chronic hepatitis B, antiviral treatment can significantly reduce complications. Pregnant women with high viral loads may receive antivirals to prevent mother-to-child transmission."
Parkinson's Disease,"Parkinson's disease is a progressive neurodegenerative disorder that primarily affects movement due to loss of dopamine-producing neurons in the substantia nigra region of the brain. Classic motor symptoms include resting tremor (often starting in one hand), bradykinesia (slowness of movement), rigidity, and postural instability. Non-motor symptoms may precede motor symptoms by years and include loss of smell, REM sleep behavior disorder, constipation, depression, and cognitive changes. The exact cause is unknown but involves genetic and environmental factors. Diagnosis is clinical, based on symptoms and response to dopaminergic medications. Treatment focuses on symptom management with levodopa (most effective), dopamine agonists, MAO-B inhibitors, and other medications. Deep brain stimulation may help advanced cases with motor fluctuations. Physical, occupational, and speech therapies are important adjuncts. While there's no cure, treatment can significantly improve quality of life for years. The disease progresses at variable rates, with later stages often complicated by dementia, severe mobility limitations, and swallowing difficulties requiring comprehensive care."
Lymphoma,"Lymphoma is a cancer of the lymphatic system, part of the body's immune network, that includes Hodgkin lymphoma and non-Hodgkin lymphoma (NHL). Symptoms may include painless swelling of lymph nodes (often in neck, armpit, or groin), fever, night sweats, unexplained weight loss, fatigue, and itching. NHL is more common and has many subtypes with varying aggressiveness. Risk factors include weakened immune system, certain infections (Epstein-Barr virus, H. pylori), autoimmune diseases, and exposure to certain chemicals. Diagnosis involves lymph node biopsy, blood tests, imaging (CT/PET scans), and sometimes bone marrow biopsy. Treatment depends on type and stage but may include chemotherapy, immunotherapy, radiation, targeted therapy, or stem cell transplant. Hodgkin lymphoma has high cure rates even in advanced stages, while NHL prognosis varies widely by subtype. Newer treatments like CAR-T cell therapy show promise for refractory cases. Follow-up care monitors for recurrence and long-term treatment effects like secondary cancers or heart damage. Early detection improves outcomes for aggressive types."
Disease,Overview
Encephalopathy,"Encephalopathy refers to any diffuse disease of the brain that alters brain function or structure, causing mental status changes ranging from mild confusion to coma. Causes include metabolic disturbances (liver failure, kidney failure), infections, toxins (alcohol, drugs), hypoxia, trauma, or genetic disorders. Symptoms vary but commonly include confusion, memory loss, personality changes, poor concentration, lethargy, and in severe cases, seizures or coma. Hepatic encephalopathy from liver disease may cause a distinctive 'flapping tremor' (asterixis). Diagnosis involves identifying the underlying cause through blood tests, imaging (CT/MRI), EEG, and sometimes lumbar puncture. Treatment focuses on correcting the underlying disorder (e.g., ammonia-lowering treatments for hepatic encephalopathy, glucose for hypoglycemia, antibiotics for infections). Some forms are reversible with prompt treatment, while others (like chronic traumatic encephalopathy) cause progressive damage. Severe cases may require intensive care support. Preventive measures include managing chronic conditions and avoiding toxin exposure."
Tricuspid Valve Insufficiency,"Tricuspid valve insufficiency (or regurgitation) occurs when the tricuspid valve between the right atrium and ventricle doesn't close properly, allowing blood to flow backward. Causes include right ventricular dilation (from pulmonary hypertension), infective endocarditis (especially in IV drug users), rheumatic fever, or congenital defects. Symptoms develop gradually and may include fatigue, swelling in legs/abdomen, pulsating neck veins, and right upper quadrant discomfort from liver congestion. Severe cases can lead to right heart failure. Diagnosis involves physical exam (hearing a holosystolic murmur), echocardiogram, and sometimes cardiac MRI. Mild cases may require no treatment, while significant regurgitation is managed with diuretics for fluid retention and treatment of underlying causes (like pulmonary hypertension). Severe cases may need valve repair or replacement surgery. Prognosis depends on the severity and reversibility of the underlying condition. Patients with artificial valves need antibiotic prophylaxis before dental procedures to prevent endocarditis."
Alzheimer's Disease,"Alzheimer's disease is the most common cause of dementia, characterized by progressive memory loss, cognitive decline, and behavioral changes due to brain cell degeneration. Pathological features include amyloid plaques and neurofibrillary tangles in the brain. Early symptoms include difficulty remembering recent events or conversations, while later stages involve confusion, mood swings, language problems, and loss of bodily functions. Risk factors include age (most common after 65), family history, APOE-e4 gene variant, and cardiovascular disease risk factors. Diagnosis involves cognitive testing, neurological exams, and brain imaging to rule out other causes. While there's no cure, medications (cholinesterase inhibitors, memantine) can temporarily improve symptoms. Non-drug approaches include cognitive stimulation, routine establishment, and safety modifications at home. Research focuses on amyloid-targeting therapies. The disease progresses over 8-10 years on average, with late stages requiring full-time care. Support for caregivers is crucial due to the disease's emotional and physical demands."
Oral Candidiasis,"Oral candidiasis (thrush) is a fungal infection of the mouth caused by Candida albicans overgrowth, appearing as white patches on tongue/inner cheeks that can be scraped off, leaving red areas. Risk factors include antibiotic use (disrupting normal flora), inhaled corticosteroid use, diabetes, HIV/AIDS, dentures, and weakened immunity. Symptoms may include burning mouth pain, altered taste, and difficulty swallowing if the infection spreads. Diagnosis is usually clinical but may involve microscopic examination of scrapings. Treatment includes antifungal medications like nystatin swish-and-swallow or fluconazole tablets for 7-14 days. For denture wearers, soaking dentures in antifungal solution is important. Preventive measures include good oral hygiene, rinsing mouth after inhaled steroids, and controlling blood sugar in diabetics. Recurrent cases may indicate underlying immunodeficiency requiring further evaluation. Most cases resolve with treatment but can recur if predisposing factors persist."
Neuropathy,"Neuropathy refers to damage or dysfunction of one or more nerves, typically causing numbness, tingling, muscle weakness, and pain in affected areas. Peripheral neuropathy (affecting hands/feet) is most common and often caused by diabetes (diabetic neuropathy), but other causes include alcohol abuse, vitamin deficiencies (B12), infections (HIV, Lyme), autoimmune diseases, toxins, and hereditary conditions. Symptoms vary by nerve type affected: sensory (numbness/pain), motor (weakness), or autonomic (blood pressure/bladder issues). Diagnosis involves neurological exams, nerve conduction studies, blood tests for underlying causes, and sometimes nerve biopsy. Treatment focuses on managing the underlying condition, pain relief (with medications like gabapentin or duloxetine), and physical therapy to maintain strength. Diabetic patients need strict blood sugar control to prevent progression. Some neuropathies are reversible if caught early, while others cause permanent damage. Preventive measures include proper foot care for those with sensory loss to avoid unnoticed injuries."
Kidney Disease,"Kidney disease refers to any condition that impairs kidney function, ranging from mild impairment to complete kidney failure. Chronic kidney disease (CKD) develops over months to years, often from diabetes or hypertension, while acute kidney injury occurs suddenly from dehydration, medications, or obstruction. Symptoms may include fatigue, swelling, changes in urination, nausea, and confusion in advanced stages. Diagnosis involves blood tests (creatinine, BUN), urine tests (protein, sediment), and imaging (ultrasound). Treatment focuses on slowing progression through blood pressure control (often with ACE inhibitors), dietary modifications (protein, potassium, phosphorus restrictions), and managing complications like anemia or bone disease. End-stage kidney disease requires dialysis or transplantation. Preventive measures include controlling diabetes and hypertension, avoiding nephrotoxic medications, and staying hydrated. Regular monitoring is crucial as early stages often have no symptoms. CKD increases cardiovascular risk, requiring comprehensive care."
Fibroid Tumor,"Uterine fibroids (leiomyomas) are noncancerous growths of the uterus that often appear during childbearing years. These smooth muscle tumors vary in size from seedlings to large masses distorting the uterus. Many women have no symptoms, but others experience heavy menstrual bleeding, prolonged periods, pelvic pressure/pain, frequent urination, or reproductive difficulties. The exact cause is unknown but involves hormonal (estrogen-sensitive) and genetic factors. Diagnosis is typically through pelvic exam and ultrasound, sometimes MRI. Treatment depends on symptoms and may include pain relievers, iron supplements for anemia, hormonal medications (like GnRH agonists), or procedures (uterine artery embolization, myomectomy). Hysterectomy provides definitive treatment for severe cases. Fibroids often shrink after menopause. While not cancerous, they can significantly impact quality of life. Newer minimally invasive treatments like MRI-guided focused ultrasound offer alternatives to traditional surgery. Most fibroids don't affect fertility but location matters."
Glaucoma,"Glaucoma is a group of eye conditions that damage the optic nerve, typically due to elevated intraocular pressure (IOP), leading to progressive vision loss. Open-angle glaucoma (most common) develops slowly with no early symptoms, while angle-closure glaucoma can cause sudden pain and vision loss. Risk factors include age >60, family history, African/Hispanic ancestry, and conditions like diabetes. Peripheral vision is lost first, creating 'tunnel vision.' Diagnosis involves tonometry (pressure measurement), optic nerve examination, visual field testing, and corneal thickness measurement. Treatment aims to lower IOP with eye drops (prostaglandins, beta-blockers), oral medications, laser therapy (trabeculoplasty), or surgery (trabeculectomy). While damage can't be reversed, early treatment can prevent further vision loss. Regular comprehensive eye exams are crucial since symptoms often appear only after significant damage occurs. Those with family history should start screening earlier. Normal-tension glaucoma occurs without high IOP, requiring different management."
Metastatic Neoplasm,"Metastatic cancer occurs when cancer cells spread from the primary site to distant organs through the bloodstream or lymphatic system. Common metastasis sites include bones, liver, lungs, and brain, depending on the original cancer (e.g., breast cancer often spreads to bones). Symptoms vary by location but may include pain, fractures (bone), jaundice (liver), headaches (brain), or shortness of breath (lungs). Diagnosis involves imaging (CT, PET, MRI), biopsies, and tests to identify the primary source. Treatment focuses on controlling growth and symptoms, often with systemic therapies like chemotherapy, hormone therapy, immunotherapy, or targeted drugs. Local treatments (radiation, surgery) may relieve specific problems. While metastatic cancer is generally not curable, many types are treatable for years, especially breast, prostate, and some lymphomas. Palliative care is important for symptom management. Prognosis depends on cancer type, extent of spread, and response to treatment. New targeted therapies continue to improve outcomes."
Colon Carcinoma,"Colon cancer develops from malignant growths in the large intestine, usually beginning as benign polyps that transform over 10-15 years. Symptoms may include changes in bowel habits, rectal bleeding, abdominal discomfort, unexplained weight loss, or fatigue from anemia. Risk factors include age >50, family history, inflammatory bowel disease, low-fiber/high-fat diet, smoking, and sedentary lifestyle. Screening via colonoscopy (starting at age 45) can detect and remove precancerous polyps. Diagnosis involves colonoscopy with biopsy, imaging (CT colonography), and blood tests (CEA tumor marker). Treatment depends on stage but typically includes surgical resection, possibly with chemotherapy (for advanced cases) or radiation (for rectal cancer). Immunotherapy helps certain genetic subtypes. With early detection, 5-year survival exceeds 90%. Even metastatic disease has improved outcomes with newer targeted therapies. Preventive measures include regular screening, aspirin in high-risk individuals, maintaining healthy weight, and physical activity. Genetic testing is recommended for those with strong family history."
Diabetic Ketoacidosis,"Diabetic ketoacidosis (DKA) is a life-threatening complication of diabetes (usually type 1) where severe insulin deficiency causes hyperglycemia, ketone production, and metabolic acidosis. Triggers include missed insulin doses, infection, or new-onset diabetes. Symptoms develop rapidly: excessive thirst, frequent urination, nausea/vomiting, abdominal pain, fruity breath odor, confusion, and potentially coma. Diagnosis shows high blood glucose (>250 mg/dL), ketones in blood/urine, and arterial pH <7.3. Emergency treatment requires IV fluids to correct dehydration, IV insulin to lower glucose/ketones, and electrolyte replacement (especially potassium). Bicarbonate is rarely needed. Monitoring includes frequent glucose/electrolyte checks to prevent cerebral edema during treatment. Prevention involves sick-day rules for diabetes management: never skipping insulin, checking glucose/ketones more often when ill, and maintaining hydration. DKA mortality is <5% with prompt treatment but higher in elderly or with severe comorbidities. Recurrent episodes may indicate psychosocial issues affecting diabetes care."
Tonic-Clonic Seizures,"Tonic-clonic seizures (formerly 'grand mal') are generalized seizures with two phases: tonic (muscle stiffening with loss of consciousness) followed by clonic (rhythmic jerking). These typically last 1-3 minutes and may be preceded by an aura. Postictally, patients experience confusion, fatigue, and often headache. Causes include epilepsy, brain injury, stroke, tumors, infections, or metabolic disturbances. First-time seizures require emergency evaluation to rule out acute causes (like hypoglycemia). Diagnosis involves EEG and brain imaging (MRI). Acute management focuses on preventing injury (cushioning head, turning on side) without restraining or putting objects in mouth. Status epilepticus (seizure >5 minutes or recurrent without recovery) requires emergency benzodiazepines. Long-term treatment includes antiepileptic drugs (valproate, levetiracetam), with consideration of epilepsy surgery for drug-resistant cases. Patients should avoid triggers like sleep deprivation and alcohol. Most achieve good control with medication, but driving restrictions apply until seizure-free for mandated periods (varies by location). Sudden unexpected death in epilepsy (SUDEP) is a rare but serious risk."
Malignant Neoplasms,"Malignant neoplasms (cancers) are abnormal tissue growths that invade surrounding structures and metastasize to distant sites. Characteristics include uncontrolled proliferation, evasion of apoptosis, angiogenesis, and tissue invasion. Hundreds of types exist, classified by origin (carcinomas from epithelial cells, sarcomas from connective tissue, etc.). Symptoms vary widely but may include unexplained weight loss, fatigue, pain, skin changes, persistent cough, or unusual bleeding. Risk factors include genetic predisposition, environmental exposures (tobacco, radiation, chemicals), infections (HPV, H. pylori), and lifestyle factors (diet, alcohol). Diagnosis involves biopsy for histopathological examination, imaging (CT/PET/MRI), and molecular testing. Treatment modalities include surgery, radiation, chemotherapy, immunotherapy, hormone therapy, and targeted agents, often combined. Prognosis depends on cancer type, stage at diagnosis, and molecular features. Early detection through screening (mammography, colonoscopy) improves outcomes. Supportive care manages symptoms and treatment side effects. Cancer research continues to develop more precise and less toxic therapies, including personalized medicine approaches."
Respiratory Failure,"Respiratory failure occurs when the respiratory system fails in oxygenation (hypoxemic type I) or ventilation (hypercapnic type II), or both. Causes include pneumonia, COPD exacerbation, ARDS, drug overdose, or neuromuscular diseases. Symptoms include severe dyspnea, confusion, cyanosis, and in hypercapnia, headache and drowsiness. Diagnosis involves arterial blood gases (PaO2 <60 mmHg for hypoxemia, PaCO2 >50 mmHg for hypercapnia), chest imaging, and identifying the underlying cause. Acute respiratory failure is a medical emergency requiring oxygen therapy, possibly non-invasive ventilation (BiPAP) or mechanical intubation. Treatment targets the underlying condition: antibiotics for infection, bronchodilators for COPD, diuretics for heart failure. Chronic respiratory failure may require long-term oxygen therapy. Complications include multi-organ failure and cardiac arrest. Prognosis depends on the underlying cause and patient's overall health. Preventive measures include smoking cessation, vaccination (pneumonia/flu), and proper management of chronic lung diseases. Rehabilitation improves outcomes in chronic cases."
Melanoma,"Melanoma is the most serious type of skin cancer that develops in melanocytes, the pigment-producing cells. While less common than basal or squamous cell carcinomas, it's more likely to spread if not caught early. Warning signs follow the ABCDE rule: Asymmetry, irregular Borders, Color variation, Diameter >6mm, and Evolution (changing). Risk factors include UV exposure (sunlight/tanning beds), fair skin, numerous moles, family history, and immunosuppression. Diagnosis involves full-body skin examination and biopsy of suspicious lesions. Staging determines thickness (Breslow depth), ulceration, and spread (to lymph nodes/organs). Early-stage treatment is surgical excision with margins. Advanced cases may require sentinel lymph node biopsy, immunotherapy (checkpoint inhibitors), targeted therapy (for BRAF mutations), radiation, or chemotherapy. Five-year survival exceeds 98% for localized disease but drops with metastasis. Prevention focuses on UV protection (sunscreen, clothing), avoiding tanning beds, and regular skin self-exams. Those at high risk need professional skin checks annually."
Gastroenteritis,"Gastroenteritis is inflammation of the stomach and intestines typically caused by viral (norovirus, rotavirus), bacterial (E. coli, Salmonella), or parasitic infections. Symptoms include diarrhea, vomiting, abdominal cramps, and sometimes fever. Transmission occurs through contaminated food/water, person-to-person contact, or poor hygiene. Most cases are self-limiting (1-3 days), but severe dehydration can occur, especially in infants and elderly. Diagnosis is usually clinical; testing is reserved for severe/persistent cases. Treatment focuses on rehydration with oral rehydration solutions or IV fluids for severe cases. Antiemetics may help vomiting, but antidiarrheals are often avoided in infectious cases. Antibiotics are rarely needed except for specific bacterial causes. Prevention includes handwashing, proper food handling, and rotavirus vaccination for infants. Traveler's diarrhea can be prevented by avoiding tap water/uncooked foods in high-risk areas. Most people recover completely, though some bacterial infections (like C. difficile) can cause post-infectious complications."
Lung Carcinoma,"Lung cancer is the leading cause of cancer deaths worldwide, primarily caused by smoking but also occurring in non-smokers. Types include non-small cell (NSCLC - 85%, with subtypes adenocarcinoma, squamous, large cell) and small cell (SCLC - more aggressive). Symptoms often appear late and may include persistent cough, hemoptysis (coughing blood), chest pain, weight loss, and recurrent pneumonia. Risk factors include smoking (primary), secondhand smoke, radon, asbestos, and air pollution. Screening with low-dose CT is recommended for high-risk smokers. Diagnosis involves imaging (CT/PET), bronchoscopy/biopsy, and molecular testing (for EGFR, ALK, etc. in NSCLC). Treatment varies: early-stage NSCLC is treated surgically with possible adjuvant therapy; locally advanced cases need chemoradiation; metastatic disease receives targeted therapy/immunotherapy based on biomarkers. SCLC responds initially to chemo/radiation but often recurs. Prognosis depends heavily on stage at diagnosis, with 5-year survival ranging from 60% for localized to 6% for metastatic disease. Smoking cessation at any stage improves outcomes."
Manic Disorder,"Manic episodes are periods of abnormally elevated mood, energy, and activity that are hallmark features of bipolar I disorder. Symptoms include euphoria or irritability, decreased need for sleep, rapid speech, racing thoughts, grandiosity, reckless behavior (spending sprees, risky sex), and poor judgment. Episodes last at least one week (or any duration if hospitalization is needed) and cause significant impairment. Psychotic features (delusions/hallucinations) may occur. Differential diagnosis includes substance-induced mania or medical causes (hyperthyroidism). Treatment involves mood stabilizers (lithium, valproate), antipsychotics, and sometimes benzodiazepines for acute agitation. Long-term management focuses on medication adherence, psychotherapy (CBT, psychoeducation), and lifestyle regularity (sleep schedule). Hospitalization may be needed to prevent harm during severe episodes. Without treatment, manic episodes typically resolve in weeks to months but can damage relationships, finances, and careers. Recurrence is likely without maintenance treatment. Family support is crucial in recognizing early warning signs of recurrence."
Personality Disorder,"Personality disorders are enduring patterns of inner experience and behavior that deviate from cultural expectations, leading to distress or impairment. They're grouped into clusters: A (odd/eccentric - paranoid, schizoid, schizotypal), B (dramatic/erratic - antisocial, borderline, histrionic, narcissistic), and C (anxious/fearful - avoidant, dependent, obsessive-compulsive). Borderline personality disorder features emotional instability, fear of abandonment, self-harm, and unstable relationships. Antisocial personality disorder involves disregard for others' rights, deceitfulness, and lack of remorse. Diagnosis requires long-standing patterns apparent by early adulthood. Treatment is challenging but may include dialectical behavior therapy (especially for BPD), cognitive therapy, and sometimes medications for specific symptoms (e.g., mood stabilizers for emotional dysregulation). Prognosis varies; some improve with age while others persist. Comorbidity with mood/anxiety disorders and substance abuse is common. Therapeutic alliance is crucial but may be difficult to establish. Early intervention for emerging traits in adolescence shows promise."
Hepatocellular Carcinoma,"Hepatocellular carcinoma (HCC) is the most common primary liver cancer, usually developing in the setting of chronic liver disease/cirrhosis from hepatitis B/C, alcohol, or NAFLD. Symptoms often appear late and may include right upper quadrant pain, weight loss, jaundice, or worsening ascites in cirrhotic patients. Surveillance with ultrasound and AFP every 6 months is recommended for high-risk patients. Diagnosis can often be made radiologically (CT/MRI showing arterial enhancement/washout) without biopsy in cirrhotics. Staging considers tumor size/number, vascular invasion, and liver function (Child-Pugh score). Treatment options include surgical resection (for early-stage with preserved function), liver transplant (Milan criteria), ablation (radiofrequency/microwave), embolization (TACE), targeted therapy (sorafenib, lenvatinib), or immunotherapy. Prevention focuses on controlling risk factors: antiviral treatment for hepatitis B/C, alcohol cessation, and managing metabolic syndrome. Prognosis depends on stage at diagnosis, with 5-year survival >70% for early-stage but <5% for metastatic disease. Multidisciplinary care is essential."
Pulmonary Emphysema,"Pulmonary emphysema, a type of COPD, involves destruction of alveoli walls, reducing lung elasticity and causing air trapping. Primarily caused by smoking, it leads to progressive shortness of breath (initially with exertion) and often a barrel-chested appearance. Other symptoms may include chronic cough, wheezing, and weight loss in advanced cases. Diagnosis involves spirometry showing irreversible airflow obstruction (FEV1/FVC <0.7), chest imaging (hyperinflation, flattened diaphragms), and sometimes alpha-1 antitrypsin testing in young patients/non-smokers. Management includes smoking cessation (most crucial intervention), bronchodilators (LAMA/LABA), pulmonary rehabilitation, and oxygen for chronic hypoxemia. Vaccinations (pneumococcal, influenza) prevent exacerbations. Severe cases may benefit from lung volume reduction surgery or transplantation. Acute exacerbations (increased dyspnea/sputum) often require steroids and antibiotics. Prognosis varies; the BODE index (BMI, obstruction, dyspnea, exercise capacity) helps predict mortality. While damage is irreversible, progression can be slowed with proper management. Palliative care becomes important in advanced stages."
Hemorrhoids,"Hemorrhoids are swollen veins in the lower rectum and anus that can be internal (above dentate line) or external. Contributing factors include straining during bowel movements, chronic constipation/diarrhea, pregnancy, and prolonged sitting. Symptoms include rectal pain/itching, bright red blood on toilet paper, and possibly a protruding lump (prolapsed hemorrhoid). Diagnosis is by visual inspection and digital rectal exam (unless severe pain precludes), sometimes anoscopy. Most cases are managed conservatively with high-fiber diet, increased fluids, stool softeners, and topical treatments (hydrocortisone, witch hazel). Warm sitz baths provide symptom relief. Procedures like rubber band ligation or sclerotherapy may be needed for persistent internal hemorrhoids. Surgical hemorrhoidectomy is reserved for severe/prolapsed cases. Thrombosed external hemorrhoids (painful bluish lumps) may require incision for clot evacuation if seen early. Prevention focuses on avoiding constipation and straining. While common and often recurrent, hemorrhoids rarely lead to serious complications like anemia from chronic bleeding."
Bronchial Spasm,"Bronchial spasm refers to sudden constriction of the muscles in bronchial walls, narrowing airways and causing breathing difficulty. It's characteristic of asthma but can also occur with allergies, respiratory infections, COPD, or irritant exposure. Symptoms include wheezing, chest tightness, shortness of breath, and coughing. Severe spasms can lead to respiratory distress with use of accessory muscles and hypoxia. Diagnosis involves clinical assessment, pulmonary function tests (showing reversible obstruction), and sometimes challenge tests. Acute treatment uses short-acting bronchodilators (albuterol) via inhaler or nebulizer. Severe attacks may require systemic corticosteroids and oxygen. Preventive management includes identifying/avoiding triggers, long-term control medications (inhaled corticosteroids, LABA), and leukotriene modifiers. Allergic causes may benefit from antihistamines or immunotherapy. An asthma action plan helps patients manage worsening symptoms. Status asthmaticus (unresponsive severe attack) is a medical emergency requiring intensive care. Proper long-term control reduces exacerbation risk and prevents airway remodeling."
Aphasia,"Aphasia is an acquired language disorder affecting speech production/comprehension, reading, or writing, typically caused by left hemisphere brain damage (stroke most common). Broca's (expressive) aphasia involves non-fluent, effortful speech with relatively preserved comprehension. Wernicke's (receptive) aphasia features fluent but nonsensical speech with poor comprehension. Global aphasia impairs all language modalities. Diagnosis involves language testing (naming, repetition, comprehension) and neuroimaging (CT/MRI) to identify the lesion. Treatment primarily involves speech-language therapy tailored to the aphasia type and severity. Melodic intonation therapy helps some non-fluent cases. Recovery depends on lesion size/location, age, and rehabilitation intensity; most improvement occurs in first 6 months but can continue for years. Alternative communication methods (writing, gestures, apps) help during recovery. Family education is crucial as frustration is common. While aphasia doesn't affect intelligence, it significantly impacts quality of life and often requires psychosocial support. Prevention focuses on stroke risk reduction."
Morbid Obesity,"Morbid obesity (class III obesity) is defined as BMI ≥40 or ≥35 with obesity-related comorbidities (diabetes, hypertension, sleep apnea). It results from complex interactions between genetic, environmental, and behavioral factors. Health risks include cardiovascular disease, osteoarthritis, certain cancers, and reduced life expectancy. Evaluation assesses for underlying endocrine causes and comorbidities. Treatment begins with intensive lifestyle intervention (diet, exercise, behavior modification), though long-term weight loss is difficult to maintain. FDA-approved anti-obesity medications (like semaglutide) may aid weight loss when combined with lifestyle changes. Bariatric surgery (gastric bypass, sleeve gastrectomy) is the most effective treatment for sustained weight loss and comorbidity resolution, indicated for BMI ≥40 or ≥35 with comorbidities. Post-surgical care includes nutritional monitoring (for deficiencies) and long-term follow-up. Multidisciplinary programs address physical and psychological aspects. While challenging to treat, even modest weight loss (5-10%) significantly improves metabolic health. Public health measures focus on obesity prevention through healthier environments."
Pyelonephritis,"Pyelonephritis is a kidney infection typically ascending from the bladder, most often caused by gram-negative bacteria (E. coli). Symptoms include fever, flank pain, nausea/vomiting, and sometimes urinary symptoms (frequency, urgency). Complicated cases (pregnancy, obstruction, diabetes, or recurrent infections) may lead to abscesses or sepsis. Diagnosis involves urinalysis (WBCs, bacteria), urine culture, and sometimes imaging (CT for suspected obstruction/abscess). Uncomplicated cases in non-pregnant women can be treated with oral antibiotics (fluoroquinolones, cephalosporins) for 7-14 days. Severe/complicated cases require hospitalization for IV antibiotics (like ceftriaxone or piperacillin-tazobactam) and fluid resuscitation. Follow-up cultures ensure eradication. Prevention of recurrence includes identifying/correcting anatomical abnormalities, prophylactic antibiotics for frequent infections, and proper hydration. Chronic pyelonephritis from recurrent infections can lead to kidney scarring and hypertension. Pregnant women require prompt treatment as pyelonephritis can trigger preterm labor."
